TransactionId,Region,Category,SalesRep,Quantity,Revenue,Cost,Status,TransactionDate
3825,Europe,Electronics,Alice Johnson,29,1474.94,971.14,Completed,2025-04-24
3826,Asia-Pacific,Apparel,Alice Johnson,21,634.2,386.03,Shipped,2025-04-19
3827,Asia-Pacific,Furniture,George Clark,38,7809,4510.46,Pending,2025-03-21
3828,Latin America,Home Appliances,Diana Prince,1,17.76,9.57,Pending,2025-08-11
3829,Europe,Apparel,Charlie Brown,8,1383.84,850.03,Shipped,2025-06-11
3830,North America,Home Appliances,Alice Johnson,81,2579.04,1278.53,Pending,2025-03-10
3831,Europe,Electronics,Evan Wright,52,1082.64,601.03,Completed,2025-11-12
3832,Europe,Electronics,Evan Wright,57,6484.32,4026.21,Completed,2025-03-18
3833,Europe,Office Supplies,Bob Smith,63,12029.22,7133.43,Completed,2025-04-12
3834,Asia-Pacific,Office Supplies,Alice Johnson,31,5372.92,3289.64,Pending,2025-11-15
3835,Asia-Pacific,Furniture,Bob Smith,55,2429.35,1322.31,Pending,2025-04-13
3836,Asia-Pacific,Electronics,Bob Smith,66,8908.02,4952.77,Processing,2025-09-17
3837,North America,Furniture,Diana Prince,57,3055.77,1822.79,Shipped,2025-08-11
3838,Europe,Home Appliances,Fiona Gallagher,42,5756.1,3957.78,Shipped,2025-11-25
3839,Asia-Pacific,Electronics,Alice Johnson,70,5853.4,3236.85,Completed,2025-10-06
3840,North America,Electronics,George Clark,97,11788.41,5804.24,Processing,2025-06-18
3841,North America,Home Appliances,Evan Wright,67,12177.25,7826.67,Shipped,2025-02-09
3842,Asia-Pacific,Home Appliances,Evan Wright,61,9062.16,5606.99,Processing,2025-11-17
3843,Asia-Pacific,Electronics,Evan Wright,42,6683.04,4663.47,Completed,2025-05-16
3844,Europe,Apparel,George Clark,69,14286.45,9841.96,Completed,2025-11-04
3845,North America,Office Supplies,Diana Prince,26,3584.88,1639.45,Completed,2025-08-27
3846,Europe,Office Supplies,Diana Prince,85,2221.9,1506.33,Completed,2025-07-08
3847,North America,Apparel,Diana Prince,97,7095.55,3665.33,Shipped,2025-04-09
3848,Europe,Office Supplies,Bob Smith,67,9825.55,5715.23,Processing,2025-06-11
3849,North America,Furniture,George Clark,17,2778.65,1755.96,Shipped,2025-06-22
3850,North America,Furniture,George Clark,29,1055.6,651.07,Shipped,2025-10-05
3851,Asia-Pacific,Furniture,Diana Prince,94,19691.12,10250.39,Completed,2025-08-04
3852,Latin America,Apparel,George Clark,69,6389.4,3950.73,Shipped,2025-09-06
3853,Europe,Electronics,Evan Wright,27,2999.16,1710.87,Processing,2025-03-01
3854,Europe,Furniture,Bob Smith,8,1351.92,779.94,Completed,2025-10-07
3855,Latin America,Home Appliances,Diana Prince,70,7505.4,4523.83,Shipped,2025-10-20
3856,Latin America,Electronics,Evan Wright,27,3191.67,2145.1,Processing,2025-04-23
3857,Asia-Pacific,Home Appliances,George Clark,70,10919.3,7521.2,Completed,2025-10-09
3858,Latin America,Apparel,Evan Wright,37,6964.14,3380.53,Completed,2025-10-22
3859,Latin America,Office Supplies,Charlie Brown,9,802.44,510.22,Completed,2025-07-03
3860,Europe,Home Appliances,Alice Johnson,17,2954.6,2015.75,Processing,2025-11-23
3861,Europe,Apparel,Bob Smith,98,18113.34,8747.57,Processing,2025-09-04
3862,North America,Apparel,Fiona Gallagher,38,3678.02,2302.04,Processing,2025-02-23
3863,Europe,Furniture,George Clark,34,1411,852.27,Processing,2025-06-26
3864,North America,Electronics,Evan Wright,20,1848.2,849.41,Shipped,2025-10-04
3865,Asia-Pacific,Electronics,Diana Prince,4,341.28,175.44,Processing,2025-08-22
3866,Europe,Apparel,Diana Prince,4,112.76,77.85,Processing,2025-05-18
3867,Latin America,Apparel,Charlie Brown,11,1197.13,807.4,Completed,2025-11-17
3868,Europe,Electronics,Evan Wright,67,8108.34,4224.7,Pending,2025-02-01
3869,Europe,Home Appliances,Charlie Brown,33,4823.61,2579.4,Processing,2025-04-21
3870,Europe,Office Supplies,Alice Johnson,92,15296.84,9774.05,Processing,2025-02-04
3871,Asia-Pacific,Office Supplies,George Clark,61,2358.26,1501.77,Completed,2025-09-14
3872,North America,Home Appliances,Alice Johnson,42,8153.46,3737.35,Shipped,2025-07-13
3873,Europe,Furniture,Charlie Brown,78,13723.32,8559.01,Processing,2025-06-12
3874,Asia-Pacific,Home Appliances,Bob Smith,63,7839.09,4303.47,Shipped,2025-07-19
3875,North America,Furniture,Charlie Brown,81,10410.93,5053.44,Completed,2025-02-11
3876,Asia-Pacific,Office Supplies,Alice Johnson,52,4165.2,2174.91,Completed,2025-05-21
3877,Asia-Pacific,Electronics,Evan Wright,31,1301.38,816.24,Completed,2025-03-22
3878,Europe,Furniture,Charlie Brown,60,11375.4,5678.25,Processing,2025-11-07
3879,North America,Electronics,Diana Prince,59,8624.03,4799.13,Shipped,2025-11-02
3880,Europe,Furniture,Diana Prince,53,2805.29,1811.25,Shipped,2025-08-15
3881,North America,Home Appliances,Alice Johnson,49,6363.63,4071.71,Completed,2025-10-20
3882,North America,Electronics,Fiona Gallagher,1,126.37,59.71,Completed,2025-03-09
3883,North America,Home Appliances,Charlie Brown,73,5723.2,2696.84,Completed,2025-05-26
3884,Europe,Furniture,George Clark,74,15207.74,8078.79,Completed,2025-02-02
3885,North America,Home Appliances,Evan Wright,7,1109.36,755.92,Shipped,2025-04-22
3886,North America,Electronics,Charlie Brown,83,6972.83,4634.26,Shipped,2025-07-20
3887,North America,Electronics,Bob Smith,15,543.3,332.29,Processing,2025-05-15
3888,Latin America,Home Appliances,Diana Prince,88,16128.64,9346.1,Shipped,2025-11-09
3889,Asia-Pacific,Furniture,George Clark,9,835.65,483.46,Processing,2025-10-08
3890,Asia-Pacific,Office Supplies,Diana Prince,25,1251.25,634.48,Processing,2025-03-04
3891,Latin America,Office Supplies,Fiona Gallagher,33,4964.85,2466.2,Processing,2025-01-10
3892,Europe,Furniture,Bob Smith,36,7163.64,3268.72,Pending,2025-02-09
3893,Latin America,Office Supplies,George Clark,23,1680.38,1105.22,Shipped,2025-01-24
3894,North America,Furniture,Fiona Gallagher,64,9953.28,6240.55,Pending,2025-08-13
3895,Asia-Pacific,Electronics,George Clark,50,1015,466.05,Completed,2025-02-14
3896,North America,Electronics,Alice Johnson,49,1668.94,1110.35,Processing,2025-05-20
3897,North America,Electronics,Bob Smith,68,5075.52,3290.13,Pending,2025-02-19
3898,Asia-Pacific,Electronics,Fiona Gallagher,76,11573.28,6495.29,Processing,2025-05-26
3899,Europe,Apparel,George Clark,76,2171.32,1406.5,Shipped,2025-09-24
3900,Asia-Pacific,Office Supplies,George Clark,41,2853.6,1972.58,Processing,2025-06-17
3901,Europe,Electronics,Diana Prince,40,3284.4,1745.35,Processing,2025-05-03
3902,Latin America,Office Supplies,Charlie Brown,15,416.85,202.54,Pending,2025-06-19
3903,Latin America,Furniture,Bob Smith,64,12554.88,6989.43,Completed,2025-01-21
3904,Latin America,Home Appliances,Evan Wright,55,3442.45,1598.67,Pending,2025-02-07
3905,Europe,Apparel,Bob Smith,59,4898.77,3420.28,Processing,2025-01-07
3906,Europe,Furniture,Bob Smith,50,10137.5,6024.41,Shipped,2025-02-07
3907,Europe,Electronics,Diana Prince,20,1676.4,1002.65,Processing,2025-06-13
3908,Europe,Furniture,George Clark,40,8335.2,5431.38,Completed,2025-08-20
3909,Europe,Electronics,Evan Wright,15,2118.75,1303.91,Shipped,2025-11-21
3910,Europe,Electronics,Diana Prince,86,7882.76,5491.38,Processing,2025-08-02
3911,Asia-Pacific,Home Appliances,Diana Prince,2,71.6,47.9,Shipped,2025-07-19
3912,Europe,Furniture,George Clark,99,17315.1,8783.72,Pending,2025-02-27
3913,Asia-Pacific,Office Supplies,George Clark,94,6068.64,3613.21,Shipped,2025-02-13
3914,North America,Apparel,Diana Prince,18,2764.08,1871.12,Processing,2025-01-24
3915,North America,Office Supplies,Bob Smith,6,761.58,525.96,Processing,2025-05-18
3916,Latin America,Electronics,Alice Johnson,50,7818,4295.89,Processing,2025-05-08
3917,North America,Home Appliances,George Clark,35,6743.1,4129.76,Pending,2025-10-25
3918,North America,Apparel,Bob Smith,40,7929.2,5407.18,Completed,2025-01-19
3919,Latin America,Electronics,Charlie Brown,93,11594.31,6991.46,Pending,2025-08-27
3920,Europe,Furniture,Bob Smith,20,3347.2,1845.17,Shipped,2025-10-07
3921,Latin America,Home Appliances,Alice Johnson,92,4857.6,2960.12,Pending,2025-09-20
3922,Europe,Apparel,Fiona Gallagher,73,7265.69,3324.99,Completed,2025-07-11
3923,Latin America,Apparel,George Clark,70,10059.7,6826.97,Pending,2025-03-15
3924,Latin America,Office Supplies,Diana Prince,79,10403.51,6419.94,Pending,2025-11-07
3925,Asia-Pacific,Office Supplies,Alice Johnson,77,3752.21,2458.44,Completed,2025-02-01
3926,North America,Furniture,Evan Wright,73,10077.65,5433.46,Processing,2025-06-04
3927,Europe,Apparel,Alice Johnson,37,5623.26,3464.22,Pending,2025-10-10
3928,Europe,Electronics,George Clark,46,7940.06,3915.31,Completed,2025-06-02
3929,Europe,Apparel,George Clark,52,6837.48,4118.69,Processing,2025-08-26
3930,Latin America,Electronics,Evan Wright,3,235.68,131.95,Shipped,2025-04-09
3931,North America,Electronics,Bob Smith,50,9704,6383.37,Pending,2025-07-01
3932,North America,Electronics,Fiona Gallagher,57,3716.4,2198.39,Shipped,2025-01-20
3933,North America,Apparel,Alice Johnson,87,13069.14,8288.88,Processing,2025-09-24
3934,Asia-Pacific,Office Supplies,Alice Johnson,73,3152.14,1804.22,Processing,2025-01-12
3935,Latin America,Home Appliances,Bob Smith,89,18315.31,10857.92,Completed,2025-06-18
3936,North America,Electronics,Diana Prince,29,6179.9,3716.45,Pending,2025-03-19
3937,North America,Office Supplies,Bob Smith,66,10892.64,4995.51,Pending,2025-03-05
3938,Latin America,Office Supplies,Charlie Brown,34,4025.26,2641.6,Processing,2025-08-04
3939,Europe,Furniture,Fiona Gallagher,97,9590.39,4415.9,Completed,2025-07-19
3940,Europe,Furniture,Alice Johnson,95,11499.75,6474.29,Completed,2025-04-13
3941,North America,Furniture,Bob Smith,97,15183.41,9830.67,Processing,2025-08-24
3942,Europe,Office Supplies,Fiona Gallagher,62,8449.36,5656.57,Shipped,2025-02-26
3943,Latin America,Home Appliances,Evan Wright,45,1042.65,490.14,Shipped,2025-07-27
3944,North America,Home Appliances,Evan Wright,24,452.64,208.18,Shipped,2025-07-08
3945,Latin America,Home Appliances,Bob Smith,38,3090.16,1813.52,Completed,2025-09-06
3946,Latin America,Office Supplies,Evan Wright,22,3885.42,2301.29,Processing,2025-06-09
3947,Latin America,Office Supplies,George Clark,43,3645.54,2298.07,Completed,2025-09-22
3948,North America,Office Supplies,Bob Smith,89,1998.05,1056.72,Processing,2025-01-06
3949,Asia-Pacific,Home Appliances,Evan Wright,22,3460.82,2287.96,Pending,2025-02-04
3950,Europe,Office Supplies,Evan Wright,23,3770.39,2357.51,Shipped,2025-02-03
3951,Europe,Apparel,Diana Prince,30,4329,2513.22,Shipped,2025-04-07
3952,North America,Electronics,Evan Wright,19,1004.34,603.29,Processing,2025-10-16
3953,Asia-Pacific,Apparel,Bob Smith,38,2622.38,1314.3,Completed,2025-04-06
3954,North America,Office Supplies,Bob Smith,3,483.96,331.48,Pending,2025-11-11
3955,Asia-Pacific,Apparel,Evan Wright,74,14607.6,8327.69,Shipped,2025-10-26
3956,Asia-Pacific,Home Appliances,Charlie Brown,22,1904.54,944.4,Pending,2025-11-15
3957,Latin America,Electronics,Bob Smith,71,15027.86,8489.03,Completed,2025-04-24
3958,Latin America,Office Supplies,Bob Smith,61,3599.61,2335.7,Shipped,2025-11-03
3959,Latin America,Apparel,George Clark,75,9255,4875.85,Pending,2025-08-13
3960,Latin America,Apparel,Bob Smith,26,532.22,263.66,Shipped,2025-02-24
3961,North America,Office Supplies,Alice Johnson,51,4977.09,2284.28,Processing,2025-06-08
3962,Latin America,Apparel,Bob Smith,63,4728.15,2443.9,Completed,2025-03-08
3963,Asia-Pacific,Office Supplies,Charlie Brown,94,2610.38,1514.11,Processing,2025-07-16
3964,Asia-Pacific,Electronics,Charlie Brown,67,7654.75,4144.52,Completed,2025-08-13
3965,North America,Furniture,Bob Smith,32,1934.08,1005.14,Pending,2025-06-26
3966,North America,Apparel,Alice Johnson,65,1025.7,656.34,Shipped,2025-06-18
3967,Europe,Office Supplies,Diana Prince,13,2475.72,1634.78,Completed,2025-05-14
3968,Latin America,Apparel,Alice Johnson,77,16184.63,10612.64,Shipped,2025-03-27
3969,North America,Furniture,Bob Smith,44,4428.6,2126.71,Completed,2025-04-26
3970,Europe,Apparel,Charlie Brown,38,1898.86,1262.09,Pending,2025-10-07
3971,Latin America,Electronics,Bob Smith,61,12512.32,7944.47,Pending,2025-04-24
3972,Latin America,Office Supplies,George Clark,9,858.24,393.25,Completed,2025-08-08
3973,Europe,Furniture,George Clark,88,15777.52,10765.87,Completed,2025-05-17
3974,North America,Apparel,Bob Smith,89,17379.03,11035.57,Shipped,2025-10-07
3975,Latin America,Apparel,Evan Wright,40,1458.8,864.02,Completed,2025-03-23
3976,North America,Furniture,Evan Wright,28,4162.48,2817.02,Shipped,2025-05-14
3977,North America,Home Appliances,Alice Johnson,42,2448.18,1307.79,Pending,2025-08-19
3978,Asia-Pacific,Electronics,Diana Prince,41,2617.03,1285.37,Completed,2025-03-01
3979,Asia-Pacific,Furniture,George Clark,50,7528.5,5225.3,Shipped,2025-10-03
3980,Latin America,Electronics,Charlie Brown,94,11201.98,6118.57,Processing,2025-06-26
3981,North America,Office Supplies,Charlie Brown,86,14291.48,7932.37,Pending,2025-11-05
3982,Europe,Electronics,George Clark,82,2209.08,1357.57,Pending,2025-03-03
3983,Asia-Pacific,Furniture,Charlie Brown,36,4300.2,2060.27,Pending,2025-05-15
3984,Europe,Home Appliances,Alice Johnson,62,12332.42,6511.51,Completed,2025-01-20
3985,Asia-Pacific,Furniture,Charlie Brown,46,5451.46,3168.71,Completed,2025-08-24
3986,North America,Office Supplies,Charlie Brown,94,14412.08,8036.93,Pending,2025-10-04
3987,Asia-Pacific,Apparel,Alice Johnson,29,3180.14,1615.07,Shipped,2025-02-27
3988,North America,Furniture,Charlie Brown,12,2024.4,1076.16,Shipped,2025-11-01
3989,Asia-Pacific,Furniture,George Clark,92,13509.28,8301.32,Shipped,2025-10-24
3990,North America,Electronics,Alice Johnson,61,10606.07,6892.21,Pending,2025-09-11
3991,Asia-Pacific,Home Appliances,George Clark,97,8455.49,4899.21,Shipped,2025-06-13
3992,Europe,Furniture,Charlie Brown,97,1643.18,1019.66,Processing,2025-09-13
3993,North America,Apparel,Fiona Gallagher,11,1008.04,605.24,Pending,2025-01-03
3994,Latin America,Apparel,Evan Wright,17,1350.31,736.5,Processing,2025-08-27
3995,North America,Apparel,Charlie Brown,38,3934.14,1961.32,Processing,2025-03-18
3996,Europe,Apparel,Alice Johnson,73,13602.09,7185.35,Completed,2025-07-05
3997,Asia-Pacific,Electronics,Fiona Gallagher,34,7127.76,3705.29,Processing,2025-07-23
3998,Latin America,Home Appliances,Alice Johnson,15,1004.55,459.38,Completed,2025-07-01
3999,North America,Apparel,Bob Smith,28,5521.04,3491.44,Pending,2025-02-09
4000,North America,Home Appliances,George Clark,30,3907.5,1914.27,Shipped,2025-09-16
4001,North America,Office Supplies,Charlie Brown,27,4840.02,2896.41,Pending,2025-04-10
4002,Asia-Pacific,Furniture,Diana Prince,99,3421.44,2245.57,Shipped,2025-03-26
4003,Latin America,Furniture,George Clark,85,4775.3,2956.26,Shipped,2025-03-17
4004,Latin America,Electronics,Diana Prince,92,8842.12,5483.85,Processing,2025-10-05
4005,Asia-Pacific,Apparel,Charlie Brown,71,14217.75,8407.51,Pending,2025-02-21
4006,Asia-Pacific,Furniture,George Clark,93,3071.79,1876.99,Shipped,2025-03-11
4007,Asia-Pacific,Electronics,Evan Wright,72,1594.8,798.82,Completed,2025-08-08
4008,Latin America,Electronics,Diana Prince,10,352.6,240.61,Completed,2025-02-14
4009,Asia-Pacific,Office Supplies,Evan Wright,37,5679.13,3191.09,Shipped,2025-11-27
4010,Asia-Pacific,Electronics,Bob Smith,86,12918.92,5843.41,Pending,2025-11-19
4011,Asia-Pacific,Office Supplies,George Clark,23,645.61,398.09,Pending,2025-09-03
4012,Europe,Office Supplies,Bob Smith,87,14488.11,8656.87,Shipped,2025-02-21
4013,Latin America,Apparel,Fiona Gallagher,73,12557.46,5860.22,Shipped,2025-06-14
4014,North America,Furniture,Bob Smith,15,608.4,334.75,Shipped,2025-05-20
4015,Asia-Pacific,Electronics,Bob Smith,28,3758.72,2256.62,Processing,2025-02-10
4016,Latin America,Home Appliances,Bob Smith,87,14561.19,9848.08,Pending,2025-03-06
4017,Latin America,Apparel,Fiona Gallagher,29,4512.4,2680.53,Completed,2025-07-13
4018,Latin America,Office Supplies,Diana Prince,44,4984.32,2304.25,Completed,2025-01-25
4019,Asia-Pacific,Electronics,Diana Prince,33,4374.48,2435.7,Completed,2025-03-19
4020,North America,Apparel,Diana Prince,87,16922.37,11546.24,Pending,2025-06-21
4021,Latin America,Furniture,George Clark,99,15678.63,7626.62,Processing,2025-08-17
4022,Latin America,Apparel,Charlie Brown,35,6154.4,4085.96,Shipped,2025-05-02
4023,Asia-Pacific,Apparel,Charlie Brown,77,1429.12,650.13,Completed,2025-05-23
4024,North America,Office Supplies,Evan Wright,12,2368.44,1503.63,Processing,2025-01-21
4025,Latin America,Home Appliances,Bob Smith,9,1228.32,851.46,Shipped,2025-06-14
4026,Europe,Office Supplies,Charlie Brown,59,6623.93,4373.65,Processing,2025-03-24
4027,Europe,Home Appliances,Diana Prince,53,7406.22,4951.06,Shipped,2025-02-08
4028,Latin America,Furniture,Evan Wright,6,407.64,189.16,Pending,2025-10-12
4029,Latin America,Home Appliances,Diana Prince,18,1217.7,702.83,Processing,2025-09-26
4030,Europe,Furniture,Fiona Gallagher,70,13452.6,6169.9,Completed,2025-04-08
4031,North America,Electronics,Diana Prince,90,18229.5,9724.07,Processing,2025-01-04
4032,Latin America,Apparel,Charlie Brown,59,9500.77,4446.76,Completed,2025-11-09
4033,Europe,Apparel,Evan Wright,38,6555,4045.67,Pending,2025-05-22
4034,Europe,Apparel,Evan Wright,46,7694.42,3468.98,Shipped,2025-10-21
4035,Latin America,Furniture,Alice Johnson,36,1728,838.34,Processing,2025-08-26
4036,Asia-Pacific,Furniture,Fiona Gallagher,10,1579.7,941.18,Completed,2025-08-15
4037,Asia-Pacific,Home Appliances,Fiona Gallagher,90,10407.6,5069.67,Processing,2025-11-07
4038,Europe,Electronics,Charlie Brown,11,1763.96,1225.88,Processing,2025-02-19
4039,Europe,Apparel,Charlie Brown,15,2434.65,1602.28,Pending,2025-01-01
4040,North America,Furniture,Evan Wright,18,2919.24,1476.93,Shipped,2025-05-26
4041,North America,Furniture,Charlie Brown,48,5018.4,3439.7,Processing,2025-08-15
4042,Asia-Pacific,Home Appliances,Bob Smith,15,3213.45,1458.91,Completed,2025-04-02
4043,North America,Electronics,Fiona Gallagher,82,14826.42,8405.84,Shipped,2025-02-17
4044,Asia-Pacific,Office Supplies,George Clark,38,6046.18,3880.49,Processing,2025-11-22
4045,Europe,Apparel,Bob Smith,53,5534.79,2760.73,Shipped,2025-03-03
4046,Latin America,Home Appliances,Bob Smith,95,18092.75,11301.01,Processing,2025-01-07
4047,North America,Electronics,Diana Prince,5,428.35,281.5,Processing,2025-05-07
4048,Asia-Pacific,Electronics,Evan Wright,27,1426.14,716.95,Processing,2025-08-15
4049,Latin America,Furniture,Evan Wright,79,10947.82,6960.61,Pending,2025-08-04
4050,Europe,Home Appliances,Diana Prince,89,6687.46,3820.1,Completed,2025-07-25
4051,Europe,Apparel,Fiona Gallagher,12,472.8,237.68,Shipped,2025-07-05
4052,Europe,Furniture,Evan Wright,49,3272.22,1755.82,Shipped,2025-10-24
4053,Asia-Pacific,Home Appliances,Bob Smith,80,6825.6,3432.07,Shipped,2025-04-16
4054,Asia-Pacific,Office Supplies,Alice Johnson,6,944.64,488.69,Pending,2025-11-25
4055,Latin America,Home Appliances,Alice Johnson,10,575.5,323.48,Pending,2025-03-13
4056,Europe,Office Supplies,Charlie Brown,70,1417.5,789.26,Pending,2025-10-18
4057,Asia-Pacific,Office Supplies,George Clark,64,10611.84,6219.49,Pending,2025-06-01
4058,North America,Electronics,Bob Smith,69,8867.19,4731.83,Shipped,2025-06-24
4059,Latin America,Electronics,Fiona Gallagher,43,5252.02,3523.7,Completed,2025-09-24
4060,North America,Office Supplies,George Clark,88,4767.84,2209.9,Completed,2025-07-14
4061,Latin America,Office Supplies,Charlie Brown,94,12830.06,6400.14,Pending,2025-05-03
4062,Europe,Office Supplies,Fiona Gallagher,91,4418.96,2140.86,Shipped,2025-08-20
4063,Latin America,Apparel,George Clark,49,9173.29,6191.94,Pending,2025-04-01
4064,North America,Home Appliances,Bob Smith,94,3317.26,1548.3,Shipped,2025-05-03
4065,Asia-Pacific,Office Supplies,Bob Smith,83,1334.64,742.63,Completed,2025-07-10
4066,North America,Office Supplies,Diana Prince,97,6159.5,3487.52,Processing,2025-03-26
4067,Asia-Pacific,Office Supplies,George Clark,44,6224.24,3720.06,Pending,2025-01-14
4068,Latin America,Furniture,Diana Prince,71,8787.67,4115.18,Processing,2025-07-06
4069,Asia-Pacific,Apparel,Fiona Gallagher,1,194.91,112.69,Shipped,2025-10-24
4070,Europe,Office Supplies,George Clark,51,8330.34,4081.54,Completed,2025-07-23
4071,North America,Electronics,Alice Johnson,61,10619.49,6094.65,Processing,2025-07-08
4072,Latin America,Furniture,Fiona Gallagher,62,5781.5,2673.12,Completed,2025-11-15
4073,North America,Office Supplies,Diana Prince,96,12481.92,8012.28,Completed,2025-02-16
4074,Asia-Pacific,Home Appliances,Fiona Gallagher,55,2536.05,1584.24,Processing,2025-11-14
4075,North America,Home Appliances,Alice Johnson,49,4778.48,2912.07,Completed,2025-08-15
4076,North America,Office Supplies,Fiona Gallagher,98,13051.64,6491.18,Processing,2025-01-01
4077,Europe,Electronics,Alice Johnson,78,8722.74,4410.72,Pending,2025-11-22
4078,Europe,Electronics,Fiona Gallagher,31,4708.59,3153.83,Processing,2025-10-25
4079,Asia-Pacific,Electronics,Alice Johnson,42,3249.96,1497.38,Completed,2025-08-19
4080,Asia-Pacific,Electronics,Fiona Gallagher,56,6645.52,3191.97,Completed,2025-05-24
4081,Europe,Apparel,Bob Smith,80,10337.6,6263.66,Processing,2025-03-15
4082,Latin America,Office Supplies,Bob Smith,66,2472.36,1524.69,Completed,2025-08-26
4083,North America,Furniture,Evan Wright,40,1761.2,1152.37,Shipped,2025-06-24
4084,Latin America,Furniture,Diana Prince,46,9232.2,6074.69,Pending,2025-06-04
4085,Asia-Pacific,Home Appliances,Charlie Brown,49,2974.3,1915.49,Pending,2025-04-03
4086,Asia-Pacific,Office Supplies,Charlie Brown,56,10666.88,6370.58,Processing,2025-02-05
4087,North America,Apparel,Charlie Brown,74,5579.6,3468.27,Completed,2025-08-27
4088,Latin America,Office Supplies,Alice Johnson,33,1711.71,1189.7,Completed,2025-11-20
4089,Asia-Pacific,Office Supplies,Fiona Gallagher,3,111.45,51.62,Pending,2025-04-26
4090,Asia-Pacific,Furniture,Evan Wright,67,5555.64,3546.09,Processing,2025-08-24
4091,Latin America,Apparel,Bob Smith,77,14042.49,7237.72,Completed,2025-09-22
4092,North America,Furniture,Bob Smith,72,9789.12,4776.97,Completed,2025-11-16
4093,Europe,Apparel,Evan Wright,2,206.12,111.87,Completed,2025-02-11
4094,Europe,Furniture,Fiona Gallagher,47,7163.74,3774.02,Processing,2025-03-09
4095,Asia-Pacific,Apparel,Fiona Gallagher,18,1074.24,570.78,Shipped,2025-01-01
4096,Asia-Pacific,Furniture,Diana Prince,53,8229.31,5264.06,Completed,2025-04-24
4097,Europe,Office Supplies,Evan Wright,63,8533.35,4794.43,Shipped,2025-11-14
4098,Latin America,Furniture,Fiona Gallagher,88,10753.6,5653.44,Processing,2025-08-10
4099,Latin America,Office Supplies,Evan Wright,90,18695.7,10452.84,Pending,2025-08-23
4100,Latin America,Furniture,Fiona Gallagher,98,4912.74,3192.1,Completed,2025-01-18
4101,Asia-Pacific,Apparel,George Clark,43,2464.33,1550.95,Completed,2025-05-22
4102,North America,Electronics,Diana Prince,76,14680.92,7900.16,Completed,2025-11-20
4103,Europe,Home Appliances,Evan Wright,34,7028.14,4488.35,Processing,2025-07-20
4104,Asia-Pacific,Home Appliances,Bob Smith,75,14200.5,9600.1,Processing,2025-08-25
4105,Europe,Apparel,Bob Smith,64,7790.08,3842,Pending,2025-03-15
4106,Europe,Home Appliances,Diana Prince,78,1916.46,1085.86,Shipped,2025-06-02
4107,Latin America,Home Appliances,Charlie Brown,41,7459.95,4267.82,Completed,2025-11-15
4108,Asia-Pacific,Office Supplies,Charlie Brown,10,388.5,271.09,Processing,2025-11-08
4109,Asia-Pacific,Home Appliances,Charlie Brown,50,1506.5,840.17,Completed,2025-04-21
4110,North America,Home Appliances,Alice Johnson,19,1260.08,821.43,Completed,2025-11-18
4111,Europe,Furniture,Bob Smith,88,12975.6,9026.23,Pending,2025-08-20
4112,North America,Home Appliances,Fiona Gallagher,88,15249.52,9769.29,Pending,2025-11-16
4113,Latin America,Home Appliances,Diana Prince,59,1527.51,721.54,Pending,2025-03-03
4114,Asia-Pacific,Furniture,Charlie Brown,76,3768.84,2136.66,Completed,2025-06-18
4115,North America,Furniture,Alice Johnson,14,2597,1388.33,Processing,2025-04-15
4116,Latin America,Home Appliances,George Clark,46,3230.12,2019.22,Pending,2025-01-02
4117,North America,Electronics,Fiona Gallagher,23,3275.43,1930.04,Completed,2025-06-10
4118,Europe,Home Appliances,Alice Johnson,89,8218.26,3994.23,Processing,2025-08-19
4119,Asia-Pacific,Electronics,Fiona Gallagher,98,7212.8,4202.08,Processing,2025-02-10
4120,North America,Furniture,Fiona Gallagher,44,6961.24,3323.07,Completed,2025-04-09
4121,Latin America,Home Appliances,Alice Johnson,9,1326.51,764.63,Pending,2025-11-09
4122,Europe,Office Supplies,George Clark,11,1773.53,1066.15,Processing,2025-03-26
4123,Europe,Office Supplies,Bob Smith,66,2727.12,1415.49,Pending,2025-05-06
4124,Asia-Pacific,Furniture,Diana Prince,47,6254.29,2908.6,Pending,2025-03-24
4125,Asia-Pacific,Electronics,Alice Johnson,13,327.86,227.8,Completed,2025-01-19
4126,Europe,Office Supplies,Bob Smith,46,2916.86,1880.1,Completed,2025-09-21
4127,North America,Office Supplies,Bob Smith,15,2168.4,1216.96,Shipped,2025-01-17
4128,Latin America,Electronics,George Clark,54,10150.38,6714.85,Pending,2025-11-04
4129,Latin America,Furniture,Charlie Brown,47,6309.75,3545.04,Completed,2025-10-25
4130,North America,Furniture,George Clark,57,8828.16,5783.75,Pending,2025-11-22
4131,Asia-Pacific,Apparel,George Clark,62,2460.16,1384.72,Pending,2025-03-26
4132,Asia-Pacific,Home Appliances,George Clark,27,3179.25,1530.94,Pending,2025-10-14
4133,Europe,Electronics,George Clark,43,2666.43,1682.22,Processing,2025-05-17
4134,Asia-Pacific,Office Supplies,Diana Prince,58,8161.18,3818.56,Completed,2025-02-05
4135,North America,Office Supplies,Evan Wright,67,4511.78,2757.24,Pending,2025-08-26
4136,Latin America,Apparel,Alice Johnson,18,2798.1,1401.83,Pending,2025-06-25
4137,Latin America,Electronics,Charlie Brown,65,4098.9,2363.28,Processing,2025-09-21
4138,Europe,Office Supplies,Charlie Brown,22,901.78,485.68,Pending,2025-11-09
4139,Latin America,Electronics,Charlie Brown,93,14890.23,7806.41,Processing,2025-09-17
